   0:0x0000	TokenComment	0:46	1:1:0	"// Copyright 2020-2024 Buf Technologies, Inc.\n"
   1:0x0001	TokenComment	46:49	2:1:0	"//\n"
   2:0x0002	TokenComment	49:116	3:1:0	"// Licensed under the Apache License, Version 2.0 (the \"License\");\n"
   3:0x0003	TokenComment	116:184	4:1:0	"// you may not use this file except in compliance with the License.\n"
   4:0x0004	TokenComment	184:227	5:1:0	"// You may obtain a copy of the License at\n"
   5:0x0005	TokenComment	227:230	6:1:0	"//\n"
   6:0x0006	TokenComment	230:281	7:1:0	"//      http://www.apache.org/licenses/LICENSE-2.0\n"
   7:0x0007	TokenComment	281:284	8:1:0	"//\n"
   8:0x0008	TokenComment	284:355	9:1:0	"// Unless required by applicable law or agreed to in writing, software\n"
   9:0x0009	TokenComment	355:424	10:1:0	"// distributed under the License is distributed on an \"AS IS\" BASIS,\n"
  10:0x000a	TokenComment	424:500	11:1:0	"// WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.\n"
  11:0x000b	TokenComment	500:571	12:1:0	"// See the License for the specific language governing permissions and\n"
  12:0x000c	TokenComment	571:605	13:1:0	"// limitations under the License.\n"
  13:0x000d	TokenSpace	605:606	14:1:0	"\n"
  14:0x000e	TokenIdent	606:612	15:1:0	"syntax"
  15:0x000f	TokenSpace	612:613	15:7:6	" "
  16:0x0010	TokenPunct	613:614	15:8:7	"="
  17:0x0011	TokenSpace	614:615	15:9:8	" "
  18:0x0012	TokenString	615:623	15:10:9	"proto2"	"\"proto2\""
  19:0x0013	TokenSpace	623:624	15:18:17	" "
  20:0x0014	TokenPunct	624:648	15:19:18	"["
  21:0x0015	TokenPunct	625:638	15:20:19	"("
  22:0x0016	TokenIdent	626:629	15:21:20	"not"
  23:0x0017	TokenPunct	629:630	15:24:23	"."
  24:0x0018	TokenIdent	630:637	15:25:24	"allowed"
  25:0x0019	TokenPunct	625:638	15:20:19	")"
  26:0x001a	TokenSpace	638:639	15:33:32	" "
  27:0x001b	TokenPunct	639:640	15:34:33	"="
  28:0x001c	TokenSpace	640:641	15:35:34	" "
  29:0x001d	TokenString	641:647	15:36:35	"here"	"\"here\""
  30:0x001e	TokenPunct	624:648	15:19:18	"]"
  31:0x001f	TokenPunct	648:649	15:43:42	";"
  32:0x0020	TokenSpace	649:651	15:44:43	"\n\n"
  33:0x0021	TokenIdent	651:658	17:1:0	"package"
  34:0x0022	TokenSpace	658:659	17:8:7	" "
  35:0x0023	TokenIdent	659:663	17:9:8	"test"
  36:0x0024	TokenPunct	663:664	17:13:12	";"
  37:0x0025	TokenSpace	664:665	17:14:13	"\n"
